"hg1"	"hg2"	"distance"	"hg1_Hgsubgroup"	"hg1_oneletter"	"hg2_Hgsubgroup"	"hg2_oneletter"	"hg1_MacroPhylo"	"hg2_MacroPhylo"	"ArrayType"	"matched_subgroup"	"matched_oneletter"	"matched_macro"	"matched_haplogroup"	"matched_level"	"Group"	"InLegend"
"H3k1a"	"H3"	4	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"X2b4"	"X2b4"	0	"X2"	"X"	"X2"	"X"	"X"	"X"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H2a2a2"	"H2a2a"	2	"H2"	"H"	"H2"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5a2a1d"	"U5a2a1d"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H26a1a1"	"H26a1"	2	"H26"	"H"	"H26"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2b"	"T2b"	0	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H3"	"H3"	0	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1b1+16362"	"H1b"	2	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H4a1a4b"	"H4a1a4b"	0	"H4"	"H"	"H4"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H4a1a4b"	"H4a1a4b"	0	"H4"	"H"	"H4"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"T2b19b"	"T2b19b"	0	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5a1b"	"U5a1"	1	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H20c"	"H"	2	"H20"	"H"	"H"	"H"	"HV"	"HV"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"U5a1a1g"	"U5a1a1"	1	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5a2a1"	"U5a2a1"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"W5a2"	"W"	4	"W5"	"W"	"W"	"W"	"N2"	"N2"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"H24a"	"H"	2	"H24"	"H"	"H"	"H"	"HV"	"HV"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"H1c1"	"H1"	2	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H27"	"H41a"	4	"H27"	"H"	"H41"	"H"	"HV"	"HV"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"I4a2"	"I4a2"	0	"I4"	"I"	"I4"	"I"	"N1"	"N1"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U4b1b2"	"U4b1b2"	0	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H5"	"H"	2	"H5"	"H"	"H"	"H"	"HV"	"HV"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"H1e2c"	"H1e2c"	0	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1+16189"	"H1"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5a2b2"	"U5a2b2"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"V1a1"	"V1a1"	0	"V1"	"V"	"V1"	"V"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5b1b2"	"U5b1b2"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5b1b2"	"U5b1b2"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U8a1a1b1"	"U8a"	5	"U8"	"U"	"U8"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"K1c1c"	"K1c1"	1	"K1"	"K"	"K1"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H13a1a1d1"	"H13a1a1d"	1	"H13"	"H"	"H13"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H10e"	"H10e"	0	"H10"	"H"	"H10"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1a2"	"H1a"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U4d1a1"	"U4"	4	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H1"	"H1"	0	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H45a"	"H45a"	0	"H45"	"H"	"H45"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"K1c1c"	"K1c1"	1	"K1"	"K"	"K1"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U4d1a1a"	"U4d1a1a"	0	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5b1b2a"	"U5b1b2a"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5b1b1a"	"U5b1b1a"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1f1"	"H1"	4	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H7a1a*"	"H7a1a"	1	"H7"	"H"	"H7"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"W5a1a"	"W"	5	"W5"	"W"	"W"	"W"	"N2"	"N2"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"H1+16189"	"H1"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H13c1"	"H13c"	1	"H13"	"H"	"H13"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2a1a2"	"T2a"	3	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"J1c2t"	"J1c"	2	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"K2a3"	"K2a"	1	"K2"	"K"	"K2"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H3b4a"	"H3b4"	1	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1c1a1"	"U5b1c1a1"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H3z"	"H3"	1	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b2a1b"	"U5b2a1"	1	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"K2b1a2"	"K2b1a"	1	"K2"	"K"	"K2"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"X2b5"	"X2b"	2	"X2"	"X"	"X2"	"X"	"X"	"X"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H3g1b"	"H3g1"	1	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2b5"	"T2b"	1	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U4b1a2a"	"U4b1a2"	1	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H5n"	"H5n"	0	"H5"	"H"	"H5"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H3ag"	"H3"	1	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"I1a1b"	"I1a1"	1	"I1"	"I"	"I1"	"I"	"N1"	"N1"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H5a8"	"H5a"	1	"H5"	"H"	"H5"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U4b1a2b*"	"U4b1a2b"	1	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H5b2"	"H5b"	1	"H5"	"H"	"H5"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"J1c8a"	"J1c8a"	0	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"J1c2q"	"J1c"	2	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2b4+152"	"T2b"	2	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b2a2c"	"U5b2"	3	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"J1c2"	"J1c3"	2	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2b13"	"T2b13"	0	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U8a1b"	"U8a1b"	0	"U8"	"U"	"U8"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H5s"	"H"	4	"H5"	"H"	"H"	"H"	"HV"	"HV"	"Axiom_APMRA"	0	1	1	0	"3. One-letter"	"Axiom_APMRA"	TRUE
"T2b19"	"T2b19"	0	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U4a"	"U4"	1	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5a2a1a"	"U5a2a1a"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1a2"	"H1a"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1b2a"	"U5b1b2a"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1c3b"	"H1"	3	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1b2a*"	"U5b1b2a*"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5b1b2a*"	"U5b1b2a*"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5b1b2"	"U5b1b2"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"J1c2n1"	"J1c"	3	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1b1a1a"	"U5b1b1a"	2	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H1n4"	"H1aa1"	6	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"X2c1"	"X2"	3	"X2"	"X"	"X2"	"X"	"X"	"X"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5a1a1h"	"U5a1a1"	2	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b2a1a1d"	"U5b2a1a"	3	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1b2"	"U5b1b2"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U5a1b1h"	"U5a1"	3	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H2a1a"	"H2a1"	1	"H2"	"H"	"H2"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5a2b"	"U5a2"	1	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"W1a"	"W1a"	0	"W1"	"W"	"W1"	"W"	"N2"	"N2"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H5a1a"	"H5a1"	1	"H5"	"H"	"H5"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H1a2"	"H1a"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H1f1"	"H1"	4	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"J1b1a1"	"J1b1a"	1	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H3b+16129"	"H3"	2	"H3"	"H"	"H3"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H6a1a3"	"H6a1a"	1	"H6"	"H"	"H6"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1b1a"	"U5b1b1a"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"U4a"	"U4"	1	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"V1a1"	"V1a1"	0	"V1"	"V"	"V1"	"V"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H13a1a1d1"	"H13a1a1d"	1	"H13"	"H"	"H13"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H4a1a1a"	"H4a1a1a"	0	"H4"	"H"	"H4"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H85"	"H85"	0	"H85"	"H"	"H85"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"I2a1a"	"I2a"	2	"I2"	"I"	"I2"	"I"	"N1"	"N1"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U5b1b2"	"U5b1b2"	0	"U5"	"U"	"U5"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"K1a4a1a2b"	"K1a4a1a2b"	0	"K1"	"K"	"K1"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"J1c2c2"	"J1c2c"	1	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"J1c3+189"	"J1c3"	1	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"H1f1"	"H1"	4	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"W6a"	"W6"	1	"W6"	"W"	"W6"	"W"	"N2"	"N2"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2b4+152"	"T2b"	2	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"J1c1d"	"J1c1"	1	"J1"	"J"	"J1"	"J"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"U4d1a1a"	"U4d1a1a"	0	"U4"	"U"	"U4"	"U"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"H1a8"	"H1a"	1	"H1"	"H"	"H1"	"H"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"T2e1"	"T2e"	1	"T2"	"T"	"T2"	"T"	"JT"	"JT"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"V1a1"	"V1a1"	0	"V1"	"V"	"V1"	"V"	"HV"	"HV"	"Axiom_APMRA"	1	1	1	1	"1. Haplogroup"	"Axiom_APMRA"	TRUE
"K1a2a2*"	"K1a2a"	2	"K1"	"K"	"K1"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
"K1a4a1f"	"K1a4a1"	1	"K1"	"K"	"K1"	"K"	"UK"	"UK"	"Axiom_APMRA"	1	1	1	0	"2. Subgroup"	"Axiom_APMRA"	TRUE
